"Album","Year","Continent","Country","Sales","Pure_sales_index"
"Speak Now","2018","North America","Canada",5000,5
"Speak Now","2019","North America","Canada",5000,5
"Speak Now","2020","North America","Canada",4000,4
"Speak Now","2021","North America","Canada",1000,1
"Speak Now","2010","North America","Mexico",11000,11
"Speak Now","2011","North America","Mexico",8100,8.1
"Speak Now","2012","North America","Mexico",3000,3
"Speak Now","2013","North America","Mexico",1000,1
"Speak Now","2014","North America","Mexico",900,0.9
"Speak Now","2015","North America","Mexico",870,0.87
"Speak Now","2016","North America","Mexico",20,0.02
"Speak Now","2017","North America","Mexico",600,0.6
"Speak Now","2018","North America","Mexico",150,0.15
"Speak Now","2019","North America","Mexico",300,0.3
"Speak Now","2020","North America","Mexico",500,0.5
"Speak Now","2021","North America","Mexico",400,0.4
"Speak Now","2010","North America","United States",2560000,100
"Speak Now","2011","North America","United States",830000,100
"Speak Now","2012","North America","United States",6e+05,100
"Speak Now","2013","North America","United States",590000,100
"Speak Now","2014","North America","United States",480000,100
"Speak Now","2015","North America","United States",320000,100
"Speak Now","2016","North America","United States",90000,90
"Speak Now","2017","North America","United States",370000,100
"Speak Now","2018","North America","United States",130000,100
"Speak Now","2019","North America","United States",95000,95
"Speak Now","2020","North America","United States",90000,90
"Speak Now","2021","North America","United States",25000,25
"Speak Now","2010","Oceania","Australia",89000,89
"Speak Now","2011","Oceania","Australia",44000,44
"Speak Now","2012","Oceania","Australia",24100,24.1
"Speak Now","2013","Oceania","Australia",16000,16
"Speak Now","2014","Oceania","Australia",10000,10
"Speak Now","2015","Oceania","Australia",9000,9
"Speak Now","2016","Oceania","Australia",2000,2
"Speak Now","2017","Oceania","Australia",5000,5
"Speak Now","2018","Oceania","Australia",4000,4
"Speak Now","2019","Oceania","Australia",3000,3
"Speak Now","2020","Oceania","Australia",1000,1
"Speak Now","2021","Oceania","Australia",900,0.9
"Speak Now","2010","Oceania","New Zealand",15000,15
"Speak Now","2011","Oceania","New Zealand",9000,9
"Speak Now","2012","Oceania","New Zealand",5000,5
"Speak Now","2013","Oceania","New Zealand",4500,4.5
"Speak Now","2014","Oceania","New Zealand",3000,3
"Speak Now","2015","Oceania","New Zealand",2800,2.8
"Speak Now","2016","Oceania","New Zealand",1341,1.341
"Speak Now","2017","Oceania","New Zealand",1200,1.2
"Speak Now","2018","Oceania","New Zealand",1300,1.3
"Speak Now","2019","Oceania","New Zealand",900,0.9
"Speak Now","2020","Oceania","New Zealand",700,0.7
"Speak Now","2021","Oceania","New Zealand",200,0.2
"Speak Now","2010","Oceania","Papua New Guinea",39,0.039
"Speak Now","2011","Oceania","Papua New Guinea",32,0.032
"Speak Now","2012","Oceania","Papua New Guinea",53,0.053
"Speak Now","2013","Oceania","Papua New Guinea",21,0.021
"Speak Now","2014","Oceania","Papua New Guinea",31,0.031
"Speak Now","2015","Oceania","Papua New Guinea",26,0.026
"Speak Now","2016","Oceania","Papua New Guinea",30,0.03
"Speak Now","2017","Oceania","Papua New Guinea",26,0.026
"Speak Now","2018","Oceania","Papua New Guinea",28,0.028
"Speak Now","2019","Oceania","Papua New Guinea",33,0.033
"Speak Now","2020","Oceania","Papua New Guinea",35,0.035
"Speak Now","2021","Oceania","Papua New Guinea",25,0.025
"Speak Now","2010","South America","Argentina",5100,5.1
"Speak Now","2011","South America","Argentina",1200,1.2
"Speak Now","2012","South America","Argentina",1100,1.1
"Speak Now","2013","South America","Argentina",1000,1
"Speak Now","2014","South America","Argentina",800,0.8
"Speak Now","2015","South America","Argentina",750,0.75
"Speak Now","2016","South America","Argentina",30,0.03
"Speak Now","2017","South America","Argentina",550,0.55
"Speak Now","2018","South America","Argentina",20,0.02
"Speak Now","2019","South America","Argentina",100,0.1
"Speak Now","2020","South America","Argentina",50,0.05
"Speak Now","2021","South America","Argentina",15,0.015
"Speak Now","2010","South America","Bolivia",25,0.025
"Speak Now","2011","South America","Bolivia",35,0.035
"Speak Now","2012","South America","Bolivia",38,0.038
"Speak Now","2013","South America","Bolivia",26,0.026
"Speak Now","2014","South America","Bolivia",16,0.016
"Speak Now","2015","South America","Bolivia",34,0.034
"Speak Now","2016","South America","Bolivia",30,0.03
"Speak Now","2017","South America","Bolivia",40,0.04
"Speak Now","2018","South America","Bolivia",38,0.038
"Speak Now","2019","South America","Bolivia",35,0.035
"Speak Now","2020","South America","Bolivia",22,0.022
"Speak Now","2021","South America","Bolivia",39,0.039
"Speak Now","2010","South America","Brazil",31000,31
"Speak Now","2011","South America","Brazil",22000,22
"Speak Now","2012","South America","Brazil",9100,9.1
"Speak Now","2013","South America","Brazil",1800,1.8
"Speak Now","2014","South America","Brazil",1100,1.1
"Speak Now","2015","South America","Brazil",750,0.75
"Speak Now","2016","South America","Brazil",30,0.03
"Speak Now","2017","South America","Brazil",550,0.55
"Speak Now","2018","South America","Brazil",20,0.02
"Speak Now","2019","South America","Brazil",100,0.1
"Speak Now","2020","South America","Brazil",50,0.05
"Speak Now","2021","South America","Brazil",15,0.015
"Speak Now","2010","South America","Chile",2000,2
"Speak Now","2011","South America","Chile",1128,1.128
"Speak Now","2012","South America","Chile",1187,1.187
"Speak Now","2013","South America","Chile",1000,1
"Speak Now","2014","South America","Chile",900,0.9
"Speak Now","2015","South America","Chile",740,0.74
"Speak Now","2016","South America","Chile",30,0.03
"Speak Now","2017","South America","Chile",500,0.5
"Speak Now","2018","South America","Chile",30,0.03
"Speak Now","2019","South America","Chile",90,0.09
"Speak Now","2020","South America","Chile",100,0.1
"Speak Now","2021","South America","Chile",20,0.02
"Speak Now","2010","South America","Colombia",2000,2
"Speak Now","2011","South America","Colombia",1128,1.128
"Speak Now","2012","South America","Colombia",1187,1.187
"Speak Now","2013","South America","Colombia",1000,1
"Speak Now","2014","South America","Colombia",900,0.9
"Speak Now","2015","South America","Colombia",740,0.74
"Speak Now","2016","South America","Colombia",30,0.03
"Speak Now","2017","South America","Colombia",500,0.5
"Speak Now","2018","South America","Colombia",30,0.03
"Speak Now","2019","South America","Colombia",90,0.09
"Speak Now","2020","South America","Colombia",100,0.1
"Speak Now","2021","South America","Colombia",20,0.02
"Speak Now","2010","South America","Ecuador",30,0.03
"Speak Now","2011","South America","Ecuador",49,0.049
"Speak Now","2012","South America","Ecuador",45,0.045
"Speak Now","2013","South America","Ecuador",42,0.042
"Speak Now","2014","South America","Ecuador",18,0.018
"Speak Now","2015","South America","Ecuador",34,0.034
"Speak Now","2016","South America","Ecuador",30,0.03
"Speak Now","2017","South America","Ecuador",41,0.041
"Speak Now","2018","South America","Ecuador",36,0.036
"Speak Now","2019","South America","Ecuador",32,0.032
"Speak Now","2020","South America","Ecuador",29,0.029
"Speak Now","2021","South America","Ecuador",53,0.053
"Speak Now","2010","South America","Guyana",37,0.037
"Speak Now","2011","South America","Guyana",42,0.042
"Speak Now","2012","South America","Guyana",19,0.019
"Speak Now","2013","South America","Guyana",35,0.035
"Speak Now","2014","South America","Guyana",44,0.044
"Speak Now","2015","South America","Guyana",40,0.04
"Speak Now","2016","South America","Guyana",30,0.03
"Speak Now","2017","South America","Guyana",22,0.022
"Speak Now","2018","South America","Guyana",55,0.055
"Speak Now","2019","South America","Guyana",36,0.036
"Speak Now","2020","South America","Guyana",33,0.033
"Speak Now","2021","South America","Guyana",63,0.063
"Speak Now","2010","South America","Paraguay",41,0.041
"Speak Now","2011","South America","Paraguay",38,0.038
"Speak Now","2012","South America","Paraguay",35,0.035
"Speak Now","2013","South America","Paraguay",31,0.031
"Speak Now","2014","South America","Paraguay",32,0.032
"Speak Now","2015","South America","Paraguay",34,0.034
"Speak Now","2016","South America","Paraguay",30,0.03
"Speak Now","2017","South America","Paraguay",34,0.034
"Speak Now","2018","South America","Paraguay",37,0.037
"Speak Now","2019","South America","Paraguay",33,0.033
"Speak Now","2020","South America","Paraguay",27,0.027
"Speak Now","2021","South America","Paraguay",44,0.044
"Speak Now","2010","South America","Peru",2000,2
"Speak Now","2011","South America","Peru",3000,3
"Speak Now","2012","South America","Peru",6000,6
"Speak Now","2013","South America","Peru",1200,1.2
"Speak Now","2014","South America","Peru",1100,1.1
"Speak Now","2015","South America","Peru",1000,1
"Speak Now","2016","South America","Peru",30,0.03
"Speak Now","2017","South America","Peru",750,0.75
"Speak Now","2018","South America","Peru",0,0
"Speak Now","2019","South America","Peru",550,0.55
"Speak Now","2020","South America","Peru",20,0.02
"Speak Now","2021","South America","Peru",100,0.1
"Speak Now","2010","South America","Uruguay",2000,2
"Speak Now","2011","South America","Uruguay",3000,3
"Speak Now","2012","South America","Uruguay",6000,6
"Speak Now","2013","South America","Uruguay",1200,1.2
"Speak Now","2014","South America","Uruguay",1100,1.1
"Speak Now","2015","South America","Uruguay",1000,1
"Speak Now","2016","South America","Uruguay",30,0.03
"Speak Now","2017","South America","Uruguay",750,0.75
"Speak Now","2018","South America","Uruguay",0,0
"Speak Now","2019","South America","Uruguay",550,0.55
"Speak Now","2020","South America","Uruguay",20,0.02
"Speak Now","2021","South America","Uruguay",100,0.1
"Speak Now","2010","South America","Venezuela",50,0.05
"Speak Now","2011","South America","Venezuela",15,0.015
"Speak Now","2012","South America","Venezuela",10,0.01
"Speak Now","2013","South America","Venezuela",5,0.005
"Speak Now","2014","South America","Venezuela",900,0.9
"Speak Now","2015","South America","Venezuela",740,0.74
"Speak Now","2016","South America","Venezuela",30,0.03
"Speak Now","2017","South America","Venezuela",500,0.5
"Speak Now","2018","South America","Venezuela",0,0
"Speak Now","2019","South America","Venezuela",90,0.09
"Speak Now","2020","South America","Venezuela",100,0.1
"Speak Now","2021","South America","Venezuela",20,0.02
"Red","2012","Asia","Afghanistan",5700,5.7
"Red","2013","Asia","Afghanistan",1600,1.6
"Red","2014","Asia","Afghanistan",550,0.55
"Red","2015","Asia","Afghanistan",550,0.55
"Red","2016","Asia","Afghanistan",400,0.4
"Red","2017","Asia","Afghanistan",390,0.39
"Red","2018","Asia","Afghanistan",400,0.4
"Red","2019","Asia","Afghanistan",300,0.3
"Red","2020","Asia","Afghanistan",30,0.03
"Red","2021","Asia","Afghanistan",100,0.1
"Red","2012","Asia","Azerbaijan",5700,5.7
"Red","2013","Asia","Azerbaijan",1600,1.6
"Red","2014","Asia","Azerbaijan",550,0.55
"Red","2015","Asia","Azerbaijan",550,0.55
"Red","2016","Asia","Azerbaijan",400,0.4
"Red","2017","Asia","Azerbaijan",390,0.39
"Red","2018","Asia","Azerbaijan",400,0.4
"Red","2019","Asia","Azerbaijan",300,0.3
"Red","2020","Asia","Azerbaijan",30,0.03
"Red","2021","Asia","Azerbaijan",100,0.1
"Red","2012","Asia","Bahrain",19,0.019
"Red","2013","Asia","Bahrain",33,0.033
"Red","2014","Asia","Bahrain",36,0.036
"Red","2015","Asia","Bahrain",26,0.026
"Red","2016","Asia","Bahrain",27,0.027
"Red","2017","Asia","Bahrain",38,0.038
"Red","2018","Asia","Bahrain",38,0.038
"Red","2019","Asia","Bahrain",34,0.034
"Red","2020","Asia","Bahrain",47,0.047
"Red","2021","Asia","Bahrain",38,0.038
"Red","2012","Asia","Bangladesh",23300,23.3
"Red","2013","Asia","Bangladesh",22300,22.3
"Red","2014","Asia","Bangladesh",11100,11.1
"Red","2015","Asia","Bangladesh",10000,10
"Red","2016","Asia","Bangladesh",6900,6.9
"Red","2017","Asia","Bangladesh",2870,2.87
"Red","2018","Asia","Bangladesh",1730,1.73
"Red","2019","Asia","Bangladesh",1600,1.6
"Red","2020","Asia","Bangladesh",150,0.15
"Red","2021","Asia","Bangladesh",1300,1.3
"Red","2012","Asia","Brunei",19,0.019
"Red","2013","Asia","Brunei",51,0.051
"Red","2014","Asia","Brunei",44,0.044
"Red","2015","Asia","Brunei",46,0.046
"Red","2016","Asia","Brunei",52,0.052
"Red","2017","Asia","Brunei",35,0.035
"Red","2018","Asia","Brunei",28,0.028
"Red","2019","Asia","Brunei",56,0.056
"Red","2020","Asia","Brunei",35,0.035
"Red","2021","Asia","Brunei",39,0.039
"Red","2012","Asia","Cambodia",5700,5.7
"Red","2013","Asia","Cambodia",1600,1.6
"Red","2014","Asia","Cambodia",550,0.55
"Red","2015","Asia","Cambodia",550,0.55
"Red","2016","Asia","Cambodia",400,0.4
"Red","2017","Asia","Cambodia",390,0.39
"Red","2018","Asia","Cambodia",400,0.4
"Red","2019","Asia","Cambodia",300,0.3
"Red","2020","Asia","Cambodia",30,0.03
"Red","2021","Asia","Cambodia",100,0.1
"Red","2012","Asia","China",120000,100
"Red","2013","Asia","China",105000,100
"Red","2014","Asia","China",89000,89
"Red","2015","Asia","China",78000,78
"Red","2016","Asia","China",64000,64
"Red","2017","Asia","China",56000,56
"Red","2018","Asia","China",43000,43
"Red","2019","Asia","China",34000,34
"Red","2020","Asia","China",9000,9
"Red","2021","Asia","China",12000,12
"Red","2012","Asia","India",32000,32
"Red","2013","Asia","India",21000,21
"Red","2014","Asia","India",13100,13.1
"Red","2015","Asia","India",11000,11
"Red","2016","Asia","India",9000,9
"Red","2017","Asia","India",8700,8.7
"Red","2018","Asia","India",7300,7.3
"Red","2019","Asia","India",2600,2.6
"Red","2020","Asia","India",150,0.15
"Red","2021","Asia","India",1200,1.2
"Red","2012","Asia","Indonesia",45,0.045
"Red","2013","Asia","Indonesia",43,0.043
"Red","2014","Asia","Indonesia",24,0.024
"Red","2015","Asia","Indonesia",44,0.044
"Red","2016","Asia","Indonesia",43,0.043
"Red","2017","Asia","Indonesia",31,0.031
"Red","2018","Asia","Indonesia",47,0.047
"Red","2019","Asia","Indonesia",36,0.036
"Red","2020","Asia","Indonesia",46,0.046
"Red","2021","Asia","Indonesia",41,0.041
"Red","2012","Asia","Iran",5700,5.7
"Red","2013","Asia","Iran",1600,1.6
"Red","2014","Asia","Iran",550,0.55
"Red","2015","Asia","Iran",550,0.55
"Red","2016","Asia","Iran",400,0.4
"Red","2017","Asia","Iran",390,0.39
"Red","2018","Asia","Iran",400,0.4
"Red","2019","Asia","Iran",300,0.3
"Red","2020","Asia","Iran",30,0.03
"Red","2021","Asia","Iran",100,0.1
"Red","2012","Asia","Iraq",1700,1.7
"Red","2013","Asia","Iraq",1600,1.6
"Red","2014","Asia","Iraq",550,0.55
"Red","2015","Asia","Iraq",550,0.55
"Red","2016","Asia","Iraq",400,0.4
"Red","2017","Asia","Iraq",390,0.39
"Red","2018","Asia","Iraq",400,0.4
"Red","2019","Asia","Iraq",300,0.3
"Red","2020","Asia","Iraq",30,0.03
"Red","2021","Asia","Iraq",100,0.1
"Red","2012","Asia","Israel",40,0.04
"Red","2013","Asia","Israel",39,0.039
"Red","2014","Asia","Israel",23,0.023
"Red","2015","Asia","Israel",49,0.049
"Red","2016","Asia","Israel",28,0.028
"Red","2017","Asia","Israel",35,0.035
"Red","2018","Asia","Israel",36,0.036
"Red","2019","Asia","Israel",42,0.042
"Red","2020","Asia","Israel",51,0.051
"Red","2021","Asia","Israel",15,0.015
"Red","2012","Asia","Japan",130000,100
"Red","2013","Asia","Japan",110000,100
"Red","2014","Asia","Japan",95000,95
"Red","2015","Asia","Japan",72000,72
"Red","2016","Asia","Japan",42000,42
"Red","2017","Asia","Japan",21000,21
"Red","2018","Asia","Japan",9500,9.5
"Red","2019","Asia","Japan",8000,8
"Red","2020","Asia","Japan",500,0.5
"Red","2021","Asia","Japan",1100,1.1
"Red","2012","Asia","Jordan",32,0.032
"Red","2013","Asia","Jordan",46,0.046
"Red","2014","Asia","Jordan",37,0.037
"Red","2015","Asia","Jordan",37,0.037
"Red","2016","Asia","Jordan",45,0.045
"Red","2017","Asia","Jordan",23,0.023
"Red","2018","Asia","Jordan",37,0.037
"Red","2019","Asia","Jordan",35,0.035
"Red","2020","Asia","Jordan",31,0.031
"Red","2021","Asia","Jordan",42,0.042
"Red","2012","Asia","Kazakhstan",1122,1.122
"Red","2013","Asia","Kazakhstan",38,0.038
"Red","2014","Asia","Kazakhstan",41,0.041
"Red","2015","Asia","Kazakhstan",53,0.053
"Red","2016","Asia","Kazakhstan",55,0.055
"Red","2017","Asia","Kazakhstan",35,0.035
"Red","2018","Asia","Kazakhstan",28,0.028
"Red","2019","Asia","Kazakhstan",18,0.018
"Red","2020","Asia","Kazakhstan",41,0.041
"Red","2021","Asia","Kazakhstan",20,0.02
"Red","2012","Asia","Kuwait",1131,1.131
"Red","2013","Asia","Kuwait",46,0.046
"Red","2014","Asia","Kuwait",30,0.03
"Red","2015","Asia","Kuwait",36,0.036
"Red","2016","Asia","Kuwait",50,0.05
"Red","2017","Asia","Kuwait",22,0.022
"Red","2018","Asia","Kuwait",24,0.024
"Red","2019","Asia","Kuwait",44,0.044
"Red","2020","Asia","Kuwait",32,0.032
"Red","2021","Asia","Kuwait",30,0.03
"Red","2012","Asia","Kyrgyzstan",1140,1.14
"Red","2013","Asia","Kyrgyzstan",28,0.028
"Red","2014","Asia","Kyrgyzstan",21,0.021
"Red","2015","Asia","Kyrgyzstan",29,0.029
"Red","2016","Asia","Kyrgyzstan",41,0.041
"Red","2017","Asia","Kyrgyzstan",21,0.021
"Red","2018","Asia","Kyrgyzstan",51,0.051
"Red","2019","Asia","Kyrgyzstan",42,0.042
"Red","2020","Asia","Kyrgyzstan",38,0.038
"Red","2021","Asia","Kyrgyzstan",24,0.024
"Red","2012","Asia","Laos",20000,20
"Red","2013","Asia","Laos",18000,18
"Red","2014","Asia","Laos",13100,13.1
"Red","2015","Asia","Laos",11000,11
"Red","2016","Asia","Laos",9000,9
"Red","2017","Asia","Laos",8700,8.7
"Red","2018","Asia","Laos",7300,7.3
"Red","2019","Asia","Laos",2600,2.6
"Red","2020","Asia","Laos",150,0.15
"Red","2021","Asia","Laos",1200,1.2
"Red","2012","Asia","Lebanon",5070,5.07
"Red","2013","Asia","Lebanon",2900,2.9
"Red","2014","Asia","Lebanon",2700,2.7
"Red","2015","Asia","Lebanon",1100,1.1
"Red","2016","Asia","Lebanon",100,0.1
"Red","2017","Asia","Lebanon",900,0.9
"Red","2018","Asia","Lebanon",700,0.7
"Red","2019","Asia","Lebanon",350,0.35
"Red","2020","Asia","Lebanon",30,0.03
"Red","2021","Asia","Lebanon",110,0.11
"Red","2012","Asia","Malaysia",25000,25
"Red","2013","Asia","Malaysia",15000,15
"Red","2014","Asia","Malaysia",13100,13.1
"Red","2015","Asia","Malaysia",11000,11
"Red","2016","Asia","Malaysia",9000,9
"Red","2017","Asia","Malaysia",8700,8.7
"Red","2018","Asia","Malaysia",7300,7.3
"Red","2019","Asia","Malaysia",2600,2.6
"Red","2020","Asia","Malaysia",150,0.15
"Red","2021","Asia","Malaysia",1200,1.2
"Red","2012","Asia","Maldives",5700,5.7
"Red","2013","Asia","Maldives",1600,1.6
"Red","2014","Asia","Maldives",550,0.55
"Red","2015","Asia","Maldives",550,0.55
"Red","2016","Asia","Maldives",400,0.4
"Red","2017","Asia","Maldives",390,0.39
"Red","2018","Asia","Maldives",400,0.4
"Red","2019","Asia","Maldives",300,0.3
"Red","2020","Asia","Maldives",30,0.03
"Red","2021","Asia","Maldives",100,0.1
"Red","2012","Asia","Mongolia",30,0.03
"Red","2013","Asia","Mongolia",58,0.058
"Red","2014","Asia","Mongolia",44,0.044
"Red","2015","Asia","Mongolia",43,0.043
"Red","2016","Asia","Mongolia",50,0.05
"Red","2017","Asia","Mongolia",37,0.037
"Red","2018","Asia","Mongolia",35,0.035
"Red","2019","Asia","Mongolia",1,0.001
"Red","2020","Asia","Mongolia",45,0.045
"Red","2021","Asia","Mongolia",43,0.043
"Red","2012","Asia","Myanmar",5700,5.7
"Red","2013","Asia","Myanmar",1600,1.6
"Red","2014","Asia","Myanmar",550,0.55
"Red","2015","Asia","Myanmar",550,0.55
"Red","2016","Asia","Myanmar",400,0.4
"Red","2017","Asia","Myanmar",390,0.39
"Red","2018","Asia","Myanmar",400,0.4
"Red","2019","Asia","Myanmar",300,0.3
"Red","2020","Asia","Myanmar",30,0.03
"Red","2021","Asia","Myanmar",100,0.1
"Red","2012","Asia","Nepal",31,0.031
"Red","2013","Asia","Nepal",30,0.03
"Red","2014","Asia","Nepal",46,0.046
"Red","2015","Asia","Nepal",30,0.03
"Red","2016","Asia","Nepal",34,0.034
"Red","2017","Asia","Nepal",28,0.028
"Red","2018","Asia","Nepal",36,0.036
"Red","2019","Asia","Nepal",47,0.047
"Red","2020","Asia","Nepal",25,0.025
"Red","2021","Asia","Nepal",33,0.033
"Red","2012","Asia","North Korea",5700,5.7
"Red","2013","Asia","North Korea",1600,1.6
"Red","2014","Asia","North Korea",550,0.55
"Red","2015","Asia","North Korea",550,0.55
"Red","2016","Asia","North Korea",400,0.4
"Red","2017","Asia","North Korea",390,0.39
"Red","2018","Asia","North Korea",400,0.4
"Red","2019","Asia","North Korea",300,0.3
"Red","2020","Asia","North Korea",30,0.03
"Red","2021","Asia","North Korea",100,0.1
"Red","2012","Asia","Oman",45,0.045
"Red","2013","Asia","Oman",28,0.028
"Red","2014","Asia","Oman",32,0.032
"Red","2015","Asia","Oman",47,0.047
"Red","2016","Asia","Oman",36,0.036
"Red","2017","Asia","Oman",40,0.04
"Red","2018","Asia","Oman",30,0.03
"Red","2019","Asia","Oman",34,0.034
"Red","2020","Asia","Oman",67,0.067
"Red","2021","Asia","Oman",37,0.037
"Red","2012","Asia","Pakistan",30000,30
"Red","2013","Asia","Pakistan",22000,22
"Red","2014","Asia","Pakistan",15000,15
"Red","2015","Asia","Pakistan",11000,11
"Red","2016","Asia","Pakistan",9000,9
"Red","2017","Asia","Pakistan",8700,8.7
"Red","2018","Asia","Pakistan",7300,7.3
"Red","2019","Asia","Pakistan",2600,2.6
"Red","2020","Asia","Pakistan",150,0.15
"Red","2021","Asia","Pakistan",1200,1.2
"Red","2012","Asia","Palestine",39,0.039
"Red","2013","Asia","Palestine",36,0.036
"Red","2014","Asia","Palestine",22,0.022
"Red","2015","Asia","Palestine",53,0.053
"Red","2016","Asia","Palestine",43,0.043
"Red","2017","Asia","Palestine",40,0.04
"Red","2018","Asia","Palestine",42,0.042
"Red","2019","Asia","Palestine",42,0.042
"Red","2020","Asia","Palestine",41,0.041
"Red","2021","Asia","Palestine",48,0.048
"Red","2012","Asia","Philippines",30000,30
"Red","2013","Asia","Philippines",15000,15
"Red","2014","Asia","Philippines",13100,13.1
"Red","2015","Asia","Philippines",11000,11
"Red","2016","Asia","Philippines",9000,9
"Red","2017","Asia","Philippines",8700,8.7
"Red","2018","Asia","Philippines",7300,7.3
"Red","2019","Asia","Philippines",2600,2.6
"Red","2020","Asia","Philippines",150,0.15
"Red","2021","Asia","Philippines",1200,1.2
"Red","2012","Asia","Qatar",5070,5.07
"Red","2013","Asia","Qatar",2900,2.9
"Red","2014","Asia","Qatar",2700,2.7
"Red","2015","Asia","Qatar",1100,1.1
"Red","2016","Asia","Qatar",100,0.1
"Red","2017","Asia","Qatar",900,0.9
"Red","2018","Asia","Qatar",700,0.7
"Red","2019","Asia","Qatar",350,0.35
"Red","2020","Asia","Qatar",30,0.03
"Red","2021","Asia","Qatar",110,0.11
"Red","2012","Asia","Russia",35600,35.6
"Red","2013","Asia","Russia",19700,19.7
"Red","2014","Asia","Russia",11100,11.1
"Red","2015","Asia","Russia",6200,6.2
"Red","2016","Asia","Russia",1900,1.9
"Red","2017","Asia","Russia",1870,1.87
"Red","2018","Asia","Russia",1730,1.73
"Red","2019","Asia","Russia",1300,1.3
"Red","2020","Asia","Russia",150,0.15
"Red","2021","Asia","Russia",1000,1
"Red","2012","Asia","Saudi Arabia",40,0.04
"Red","2013","Asia","Saudi Arabia",52,0.052
"Red","2014","Asia","Saudi Arabia",37,0.037
"Red","2015","Asia","Saudi Arabia",54,0.054
"Red","2016","Asia","Saudi Arabia",42,0.042
"Red","2017","Asia","Saudi Arabia",38,0.038
"Red","2018","Asia","Saudi Arabia",44,0.044
"Red","2019","Asia","Saudi Arabia",16,0.016
"Red","2020","Asia","Saudi Arabia",33,0.033
"Red","2021","Asia","Saudi Arabia",46,0.046
"Red","2012","Asia","South Korea",40,0.04
"Red","2013","Asia","South Korea",45,0.045
"Red","2014","Asia","South Korea",30,0.03
"Red","2015","Asia","South Korea",19,0.019
"Red","2016","Asia","South Korea",47,0.047
"Red","2017","Asia","South Korea",51,0.051
"Red","2018","Asia","South Korea",37,0.037
"Red","2019","Asia","South Korea",21,0.021
"Red","2020","Asia","South Korea",40,0.04
"Red","2021","Asia","South Korea",19,0.019
"Red","2012","Asia","Taiwan",2500,2.5
"Red","2013","Asia","Taiwan",1900,1.9
"Red","2014","Asia","Taiwan",1100,1.1
"Red","2015","Asia","Taiwan",1000,1
"Red","2016","Asia","Taiwan",900,0.9
"Red","2017","Asia","Taiwan",870,0.87
"Red","2018","Asia","Taiwan",730,0.73
"Red","2019","Asia","Taiwan",600,0.6
"Red","2020","Asia","Taiwan",150,0.15
"Red","2021","Asia","Taiwan",300,0.3
"Red","2012","Asia","Thailand",5700,5.7
"Red","2013","Asia","Thailand",1600,1.6
"Red","2014","Asia","Thailand",550,0.55
"Red","2015","Asia","Thailand",550,0.55
"Red","2016","Asia","Thailand",400,0.4
"Red","2017","Asia","Thailand",390,0.39
"Red","2018","Asia","Thailand",400,0.4
"Red","2019","Asia","Thailand",300,0.3
"Red","2020","Asia","Thailand",30,0.03
"Red","2021","Asia","Thailand",100,0.1
"Red","2012","Asia","Turkey",25000,25
"Red","2013","Asia","Turkey",18000,18
"Red","2014","Asia","Turkey",13100,13.1
"Red","2015","Asia","Turkey",11000,11
"Red","2016","Asia","Turkey",9000,9
"Red","2017","Asia","Turkey",8700,8.7
"Red","2018","Asia","Turkey",7300,7.3
"Red","2019","Asia","Turkey",2600,2.6
"Red","2020","Asia","Turkey",150,0.15
"Red","2021","Asia","Turkey",1200,1.2
"Red","2012","Asia","Turkmenistan",30,0.03
"Red","2013","Asia","Turkmenistan",41,0.041
"Red","2014","Asia","Turkmenistan",38,0.038
"Red","2015","Asia","Turkmenistan",40,0.04
"Red","2016","Asia","Turkmenistan",37,0.037
"Red","2017","Asia","Turkmenistan",28,0.028
"Red","2018","Asia","Turkmenistan",37,0.037
"Red","2019","Asia","Turkmenistan",43,0.043
"Red","2020","Asia","Turkmenistan",32,0.032
"Red","2021","Asia","Turkmenistan",40,0.04
"Red","2012","Asia","United Arab Emirates",50,0.05
"Red","2013","Asia","United Arab Emirates",64,0.064
"Red","2014","Asia","United Arab Emirates",45,0.045
"Red","2015","Asia","United Arab Emirates",25,0.025
"Red","2016","Asia","United Arab Emirates",41,0.041
"Red","2017","Asia","United Arab Emirates",53,0.053
"Red","2018","Asia","United Arab Emirates",29,0.029
"Red","2019","Asia","United Arab Emirates",29,0.029
"Red","2020","Asia","United Arab Emirates",30,0.03
"Red","2021","Asia","United Arab Emirates",43,0.043
"Red","2012","Asia","Uzbekistan",22,0.022
"Red","2013","Asia","Uzbekistan",17,0.017
"Red","2014","Asia","Uzbekistan",23,0.023
"Red","2015","Asia","Uzbekistan",31,0.031
"Red","2016","Asia","Uzbekistan",27,0.027
"Red","2017","Asia","Uzbekistan",42,0.042
"Red","2018","Asia","Uzbekistan",56,0.056
"Red","2019","Asia","Uzbekistan",39,0.039
"Red","2020","Asia","Uzbekistan",34,0.034
"Red","2021","Asia","Uzbekistan",32,0.032
"Red","2012","Asia","Vietnam",15,0.015
"Red","2013","Asia","Vietnam",31,0.031
"Red","2014","Asia","Vietnam",30,0.03
"Red","2015","Asia","Vietnam",26,0.026
"Red","2016","Asia","Vietnam",36,0.036
"Red","2017","Asia","Vietnam",42,0.042
"Red","2018","Asia","Vietnam",36,0.036
"Red","2019","Asia","Vietnam",52,0.052
"Red","2020","Asia","Vietnam",44,0.044
"Red","2021","Asia","Vietnam",25,0.025
"Red","2012","Asia","Yemen",29,0.029
"Red","2013","Asia","Yemen",41,0.041
